Tip ID,Frame,Y,X
1023,0,5983,2413
1024,0,5987,1871
1025,0,5988,2290
1026,0,5993,1916
1027,0,5993,2147
1028,0,5994,2419
1029,0,6001,1905
1030,0,6010,2340
1031,0,6012,1948
1032,0,6012,2347
1033,0,6018,2373
1034,0,6019,1936
1035,0,6019,2063
1036,0,6019,2365
1037,0,6020,1930
1038,0,6020,2024
1039,0,6023,2405
1040,0,6025,2059
1041,0,6025,2288
1042,0,6027,8652
1043,0,6028,2453
1044,0,6030,2072
1045,0,6031,2023
1046,0,6032,2274
1047,0,6032,3614
1048,0,6032,8611
1049,0,6033,3958
1050,0,6034,2505
1051,0,6035,3675
1052,0,6039,2755
1053,0,6043,1985
1054,0,6045,2832
1055,0,6047,1990
1056,0,6052,2395
1057,0,6052,3110
1058,0,6055,2983
1059,0,6057,2014
1060,0,6066,2049
1061,0,6069,2847
1062,0,6071,2019
1063,0,6073,2578
1064,0,6074,3654
1065,0,6076,2560
1066,0,6090,2265
1067,0,6091,2860
1068,0,6093,2175
1069,0,6099,7734
1070,0,6099,7741
1071,0,6100,2144
1072,0,6104,2325
1073,0,6105,2059
1074,0,6126,2116
1075,0,6127,7349
1076,0,6133,2920
1077,0,6136,2976
1078,0,6137,7206
1079,0,6138,3937
1080,0,6140,4165
1081,0,6141,2423
1082,0,6143,2724
1083,0,6143,3020
1084,0,6158,2346
1085,0,6159,2283
1086,0,6161,2018
1087,0,6163,3188
1088,0,6165,2981
1089,0,6166,2810
1090,0,6166,2862
1091,0,6168,2208
1092,0,6172,2590
1093,0,6172,3459
1094,0,6173,3505
1095,0,6174,6724
1096,0,6177,6664
1097,0,6180,2420
1098,0,6181,2113
1099,0,6182,2415
1100,0,6182,3989
1101,0,6183,2397
1102,0,6185,3099
1103,0,6189,3536
1104,0,6191,3941
1105,0,6199,3346
1106,0,6205,3132
1107,0,6205,3417
1108,0,6206,2289
1109,0,6208,3136
1110,0,6210,3348
1111,0,6212,3280
1112,0,6213,3286
1113,0,6216,2349
1114,0,6216,3480
1115,0,6216,6140
1116,0,6220,6068
1117,0,6222,2325
1118,0,6224,2352
1119,0,6224,2576
1120,0,6224,3112
1121,0,6227,2280
1122,0,6227,3140
1123,0,6231,2420
1124,0,6231,5976
1125,0,6232,6187
1126,0,6233,2590
1127,0,6234,2507
1128,0,6235,2512
1129,0,6235,3278
1130,0,6236,2293
1131,0,6239,3181
1132,0,6240,6207
1133,0,6241,3425
1134,0,6243,2533
1135,0,6245,2844
1136,0,6248,2822
1137,0,6249,3162
1138,0,6250,3226
1139,0,6255,2647
1140,0,6257,3149
1141,0,6258,5623
1142,0,6259,3103
1143,0,6260,3288
1144,0,6264,2424
1145,0,6269,3378
1146,0,6270,2513
1147,0,6273,4057
1148,0,6275,3393
1149,0,6275,4144
1150,0,6275,5349
1151,0,6276,3117
1152,0,6285,2445
1153,0,6290,3083
1154,0,6290,3184
1155,0,6293,3371
1156,0,6294,3313
1157,0,6295,3189
1158,0,6298,3557
1159,0,6300,3561
1160,0,6302,3009
1161,0,6302,3137
1162,0,6303,3014
1163,0,6304,3286
1164,0,6305,4138
1165,0,6306,4926
1166,0,6310,2988
1167,0,6311,4024
1168,0,6311,4052
1169,0,6312,3371
1170,0,6314,3222
1171,0,6317,2422
1172,0,6317,3074
1173,0,6319,2576
1174,0,6319,4802
1175,0,6322,2437
1176,0,6322,3548
1177,0,6324,2492
1178,0,6324,3092
1179,0,6328,2632
1180,0,6330,3536
1181,0,6331,3128
1182,0,6332,2429
1183,0,6332,2653
1184,0,6337,3028
1185,0,6339,3922
1186,0,6343,3340
1187,0,6345,3882
1188,0,6345,4193
1189,0,6347,3032
1190,0,6348,3271
1191,0,6352,3257
1192,0,6352,3872
1193,0,6356,2335
1194,0,6356,2624
1195,0,6357,3319
1196,0,6357,3324
1197,0,6359,3016
1198,0,6363,3241
1199,0,6363,3830
1200,0,6364,4074
1201,0,6365,2525
1202,0,6365,2680
1203,0,6368,3809
1204,0,6370,3826
1205,0,6371,3178
1206,0,6372,3718
1207,0,6373,3774
1208,0,6379,3526
1209,0,6380,3691
1210,0,6381,3312
1211,0,6381,3686
1212,0,6381,3702
1213,0,6381,3707
1214,0,6385,3055
1215,0,6387,2490
1216,0,6389,3485
1217,0,6390,3123
1218,0,6392,2733
1219,0,6394,2727
1220,0,6396,2718
1221,0,6396,2738
1222,0,6400,2375
1223,0,6401,2634
1224,0,6403,2433
1225,0,6404,2732
1226,0,6405,3093
1227,0,6407,2615
1228,0,6409,2677
1229,0,6410,2439
1230,0,6410,2572
1231,0,6418,2726
1232,0,6424,2662
1233,0,6427,2402
1234,0,6701,419
1235,1,0,48
1235,2,0,49
1236,1,0,104
1236,2,0,104
1236,3,0,104
1236,4,0,104
1236,7,0,104
1236,8,0,104
1236,9,0,104
1236,10,0,104
1236,11,2,105
1236,12,0,104
1236,13,0,104
1236,14,0,104
1236,15,0,104
1236,18,1,106
1237,1,0,483
1237,2,0,482
1237,3,0,481
1237,4,0,481
1237,5,0,472
1237,6,0,461
1237,7,0,456
1237,8,3,450
1237,9,3,450
1237,10,0,454
1237,11,2,449
1237,12,2,440
1237,13,1,438
1237,18,0,442
1238,1,0,627
1238,2,0,629
1238,3,0,624
1238,4,0,622
1238,5,0,617
1238,6,0,613
1238,7,1,610
1239,1,0,642
1239,2,1,642
1239,3,0,642
1239,4,1,641
1239,5,0,638
1239,6,0,636
1239,7,1,633
1239,8,0,629
1239,9,1,628
1239,10,0,630
1239,11,0,631
1239,12,0,630
1239,13,0,632
1239,14,0,631
1239,15,0,629
1239,16,0,631
1239,17,0,631
1239,18,0,632
1240,1,0,731
1240,2,0,733
1240,3,0,733
1240,4,0,733
1240,5,0,736
1240,6,0,731
1240,7,0,729
1240,8,0,727
1240,9,0,727
1240,10,0,727
1240,11,0,729
1240,12,1,727
1240,13,0,724
1240,14,0,725
1240,15,0,729
1240,16,0,730
1240,17,0,732
1240,18,0,737
1241,1,0,744
1241,2,0,744
1241,3,0,743
1241,4,0,741
1241,5,0,736
1241,6,0,731
1241,7,0,729
1241,8,0,727
1241,9,0,727
1241,10,0,727
1241,11,0,729
1241,12,1,727
1241,13,0,724
1241,14,0,725
1241,15,0,729
1241,16,0,730
1241,17,0,732
1241,18,0,737
1242,1,0,886
1242,2,0,887
1242,3,0,884
1242,4,0,879
1242,5,0,878
1242,6,0,876
1242,7,0,883
1242,8,0,885
1242,9,0,887
1242,10,0,889
1242,11,0,892
1242,12,0,892
1242,13,0,895
1242,14,0,896
1242,15,0,895
1242,16,1,893
1243,1,0,1382
1243,2,11,1376
1243,3,17,1371
1244,1,1,449
1244,2,0,447
1244,4,1,438
1244,7,1,438
1244,8,1,437
1244,9,1,441
1244,10,0,437
1244,11,0,441
1244,12,2,440
